text_stemmed_x,sentiment_score_googleNLP,sentiment_googleNLP,text_stemmed_y,sentiment_score_indoBERT,sentiment_indoBERT
senang project 3d laptop pakai raam 2 intel celeron gen 4 tantang macet2 dikit ngaruh apa daya rampok orang tua jelang lansia rumah sakit2 an eh rampok beli laptop spek dewa - igal tweet social activity nikmat proses protes protes takdir moga kuat bismillah bintang,0,-1,senang project 3d laptop pakai raam 2 intel celeron gen 4 tantang macet2 dikit ngaruh apa daya rampok orang tua jelang lansia rumah sakit2 an eh rampok beli laptop spek dewa - igal tweet social activity nikmat proses protes protes takdir moga kuat bismillah bintang,0.961613655090332,-1
mgv ribet asik canda asik tugas mgv benerbener tantang kerja ya allah ya allah suruh masuk tep,0,1,mgv ribet asik canda asik tugas mgv benerbener tantang kerja ya allah ya allah suruh masuk tep,0.9847058653831482,-1
senang ajar 3d suka rampok orangtua 3d mampu orang tua teman moga solusi rampok orangtua,0,-1,senang ajar 3d suka rampok orangtua 3d mampu orang tua teman moga solusi rampok orangtua,0.914474606513977,-1
jujur sunggup tugas 3d tugas menang malam hilang semangat jalan hidup milik basic bidang 3d terimakasih alam titik sabar,1,1,jujur sunggup tugas 3d tugas menang malam hilang semangat jalan hidup milik basic bidang 3d terimakasih alam titik sabar,0.8041657209396362,1
jujur sanggup tugas 3dkarena tugaskarena menang pikir tugas 3d,0,1,jujur sanggup tugas 3dkarena tugaskarena menang pikir tugas 3d,0.5746101140975952,-1
tugas imgv kali project 3 dimensi project kali ajar aplikasi blender penggunaanya menghapal toolstoolsnya shortcut numpad penggunaanya ajar seru bikin pusing banget ajar pinterpinter cari youtube google tugas kontrak bikin pusing panik lapor bingung etik ajar youtube kadang aplikasi,0,-1,tugas imgv kali project 3 dimensi project kali ajar aplikasi blender penggunaanya menghapal toolstoolsnya shortcut numpad penggunaanya ajar seru bikin pusing banget ajar pinterpinter cari youtube google tugas kontrak bikin pusing panik lapor bingung etik ajar youtube kadang aplikasi,0.9368449449539183,-1
ajar blender tugas 3d awam fiturfitur aplikasi blender lumayan sulit hafal fiturfitur aplikasi blander tutor temanteman kakak tingkat mudah ajar blander harap tugas jalan lancar asprak asdos dosen terimakasih,0,1,ajar blender tugas 3d awam fiturfitur aplikasi blender lumayan sulit hafal fiturfitur aplikasi blander tutor temanteman kakak tingkat mudah ajar blander harap tugas jalan lancar asprak asdos dosen terimakasih,0.4133068025112152,0
dal ajar materi kesan takut senang kali ajar materi blender senang ajar,1,1,dal ajar materi kesan takut senang kali ajar materi blender senang ajar,0.9707175493240356,-1
kesan pesan dalam tugas takut senang sisi kali ajar aplikasi blender takut senang ajar,0,-1,kesan pesan dalam tugas takut senang sisi kali ajar aplikasi blender takut senang ajar,0.9686787724494934,-1
ajar materi beda modelsmodels 3d menjadiebih erti perbedaanya,0,1,ajar materi beda modelsmodels 3d menjadiebih erti perbedaanya,0.9758762717247008,0
alhamdulillah lancar kakak asprak mantul moga sulit adik tingkat lancar wisuda,1,1,alhamdulillah lancar kakak asprak mantul moga sulit adik tingkat lancar wisuda,0.90852290391922,1
materi sulit butuh sabar terampil extra kerja milik alam editing 3d sulit kerja moga selesai tugas,0,1,materi sulit butuh sabar terampil extra kerja milik alam editing 3d sulit kerja moga selesai tugas,0.9842224717140198,-1
project 3d pakai software blender first time pakai software bagus keren senang mikir susah banget laptop spek nya rendah ajar mudah mudah ambil project lapis planet saturnus ajar lapis planet anjur media 3d serta didik maksimal paham kognitif tahap modelling selesai 5 pemberitahuan project tanggal 25 oktober jam 645 an d4204 demonstrasi modellingku lecturer moga tahap tahap maksimal terima kasih lecturer mas assistant cepat share tentu tulis lapor,1,1,project 3d pakai software blender first time pakai software bagus keren senang mikir susah banget laptop spek nya rendah ajar mudah mudah ambil project lapis planet saturnus ajar lapis planet anjur media 3d serta didik maksimal paham kognitif tahap modelling selesai 5 pemberitahuan project tanggal 25 oktober jam 645 an d4204 demonstrasi modellingku lecturer moga tahap tahap maksimal terima kasih lecturer mas assistant cepat share tentu tulis lapor,0.418705403804779,1
ajar software blender tools temu software tambah wawas 3d kembang kreativitas jujur suka software kurang paham asistensi assisten praktek erti lupa tools langkah langkah buat asprak bantu senang hati,0,1,ajar software blender tools temu software tambah wawas 3d kembang kreativitas jujur suka software kurang paham asistensi assisten praktek erti lupa tools langkah langkah buat asprak bantu senang hati,0.9269227385520936,0
tahap modelling selesai 5 pemberitahuan project tanggal 25 oktober jam 645 an d4204 demonstrasi lecturer demonstrasi jalan lancar ac tahap modelling bantu kakak tingkat dasar operasi blender first time guna senang hasil muas moga tahap tahap maksimal saran info lapor tentu tulis terima kasih lecturer mas assistant,1,1,tahap modelling selesai 5 pemberitahuan project tanggal 25 oktober jam 645 an d4204 demonstrasi lecturer demonstrasi jalan lancar ac tahap modelling bantu kakak tingkat dasar operasi blender first time guna senang hasil muas moga tahap tahap maksimal saran info lapor tentu tulis terima kasih lecturer mas assistant,0.9674851298332214,0
alam tugas 3d seru banget ya ajar blender pusing jus eh stres hehe untung tutor youtube teman kating rela luang ngajarin terima kasih kesediaanya syukur banget sih selesai asistensi tahap modelling moga depan lancar aamiin moga cepat mgvtulation deh biar plong alhamdulillah asisten praktikum fastrespon kalo dichat chil lupa dibantuin makas makas sih temu disukain dasar proses validasiasistensiku ya,1,1,alam tugas 3d seru banget ya ajar blender pusing jus eh stres hehe untung tutor youtube teman kating rela luang ngajarin terima kasih kesediaanya syukur banget sih selesai asistensi tahap modelling moga depan lancar aamiin moga cepat mgvtulation deh biar plong alhamdulillah asisten praktikum fastrespon kalo dichat chil lupa dibantuin makas makas sih temu disukain dasar proses validasiasistensiku ya,0.970889449119568,1
software blender ajar belah objek gabung objek lainlain erti shortcutshortcut kembang produk 3d blender cari tutorial youtube ajar kakak tingkat teman angkat,0,1,software blender ajar belah objek gabung objek lainlain erti shortcutshortcut kembang produk 3d blender cari tutorial youtube ajar kakak tingkat teman angkat,0.9869612455368042,0
alam ajar materi butuh teliti sabar ulet paham tutorial refrensi dekat bab luas imajinasi bayang tekstur warna objek alam bab jelas objek bentuk,0,1,alam ajar materi butuh teliti sabar ulet paham tutorial refrensi dekat bab luas imajinasi bayang tekstur warna objek alam bab jelas objek bentuk,0.4720203578472137,0
materi kali alhamdulillah pusing bingung ngarahin ajar samasama serasa tugas mgv ya kalo ajar blender,0,1,materi kali alhamdulillah pusing bingung ngarahin ajar samasama serasa tugas mgv ya kalo ajar blender,0.9878936409950256,-1
alam validasi seru asprak baikuntuk ajar materi lumayan susah,1,1,alam validasi seru asprak baikuntuk ajar materi lumayan susah,0.7101681232452393,-1
asyik seru tantang terseokseok ajar otodidak tutor baya kating nikmat,1,1,asyik seru tantang terseokseok ajar otodidak tutor baya kating nikmat,0.9941107630729676,1
maaf rekanrekan mahasiswa tep 23 sopan mohon bimbing akademik sikap terima kasih,0,1,maaf rekanrekan mahasiswa tep 23 sopan mohon bimbing akademik sikap terima kasih,0.9039490222930908,0
alam aju judul berguras pikir jadwal mata kuliah kalah cepat aju judul kelas juduljudul turut mudah isi penuh temantemanku bingung ambil judul pilih ambil judul anatomi usus manusia judul ac gegas beli kertas stempel kwu besok nya tanda tangan mas assistant,0,-1,alam aju judul berguras pikir jadwal mata kuliah kalah cepat aju judul kelas juduljudul turut mudah isi penuh temantemanku bingung ambil judul pilih ambil judul anatomi usus manusia judul ac gegas beli kertas stempel kwu besok nya tanda tangan mas assistant,0.9833085536956788,-1
alam modelling tarik judul terima lalu validasi tenang kuasa blender tutorial youtube coba nya gagal menang ovt tau kapai coba nya nol doa sekhusyu2nya tara im happy with my progres,1,1,alam modelling tarik judul terima lalu validasi tenang kuasa blender tutorial youtube coba nya gagal menang ovt tau kapai coba nya nol doa sekhusyu2nya tara im happy with my progres,0.8412665724754333,1
suka moga bintang ajar blender suka revisi tolong mas revisijangan terima kasih mas,0,-1,suka moga bintang ajar blender suka revisi tolong mas revisijangan terima kasih mas,0.3851383030414581,0
website nya bagus mudah paham keren bantu ajar inovasi media grafis 2d 3d seru,1,1,website nya bagus mudah paham keren bantu ajar inovasi media grafis 2d 3d seru,0.9950586557388306,1
ngerjain menang ngeluh gapapa deh materi banget ajar terima kasih lecturer,1,1,ngerjain menang ngeluh gapapa deh materi banget ajar terima kasih lecturer,0.9136322736740112,1
seru sih ajar 3d tugas cari cari asprak kesal seru main main 3d,1,1,seru sih ajar 3d tugas cari cari asprak kesal seru main main 3d,0.983841359615326,-1
alam blender ddalam desain 3d buat smk smk halang covid 19 pemberljaran evektif materi model suka sistensi asisten milik keingina sifat beda iitu mebuat terkadang bingung,-1,-1,alam blender ddalam desain 3d buat smk smk halang covid 19 pemberljaran evektif materi model suka sistensi asisten milik keingina sifat beda iitu mebuat terkadang bingung,0.4947138726711273,0
mgv jaya jaya jaya jaya jaya stres gapapa happy kayak terimakasih hehe,1,1,mgv jaya jaya jaya jaya jaya stres gapapa happy kayak terimakasih hehe,0.6972573399543762,1
usaha bab modelling ya allah ya allah everyday terima kasih tugas tugas nyebut sekian,1,1,usaha bab modelling ya allah ya allah everyday terima kasih tugas tugas nyebut sekian,0.6793811917304993,1
alhamdulillah selesai tugas grafis visual paham proses buat bahan ajar peran ajar,1,1,alhamdulillah selesai tugas grafis visual paham proses buat bahan ajar peran ajar,0.7510838508605957,0
alhamdulillah proyek selesai ajar proyek 3d syukur selesai bab 1,1,1,alhamdulillah proyek selesai ajar proyek 3d syukur selesai bab 1,0.6917033791542053,1
suka hapus bidang sulit tata objek ajar ulang kali,-1,-1,suka hapus bidang sulit tata objek ajar ulang kali,0.9839401245117188,-1
modul ajar bagus ajar modul simpel keren modul mudah akses,1,1,modul ajar bagus ajar modul simpel keren modul mudah akses,0.9884135127067566,1
ikut matkul tau erti 2d 3d erti tooltool sekar erti ajar proses matkul,0,1,ikut matkul tau erti 2d 3d erti tooltool sekar erti ajar proses matkul,0.9883558750152588,0
materi nya mudah paham bahasa inggris aku tau materi coloring texturing,1,1,materi nya mudah paham bahasa inggris aku tau materi coloring texturing,0.9907735586166382,1
ajar kali materi ajar tarik mana tugas desain produk 3d,0,1,ajar kali materi ajar tarik mana tugas desain produk 3d,0.9196056723594666,0
seru banget tugas cuman laptop bikin greget moga rezeki biar beli laptop amin,1,1,seru banget tugas cuman laptop bikin greget moga rezeki biar beli laptop amin,0.9941197633743286,1
alam ajar campur aduk pusing hadap laptopsaya sulit laptop pada jujur mampu 0 karnasaya lulus ips makan kagettapi papa usaha menghianati hasilyang los hehehe puji tuhan sulit capeeini etik ya pokok teh capek bangettsoalnya duduk terussakit punggung,0,-1,alam ajar campur aduk pusing hadap laptopsaya sulit laptop pada jujur mampu 0 karnasaya lulus ips makan kagettapi papa usaha menghianati hasilyang los hehehe puji tuhan sulit capeeini etik ya pokok teh capek bangettsoalnya duduk terussakit punggung,0.9946290850639344,-1
alam kuliah ngeri ngeri sedap tugas mgv untung bidang passion tep bikin susah sih bikin produk asistensi nya ribet huhu emotnangis sekian thankyou,0,1,alam kuliah ngeri ngeri sedap tugas mgv untung bidang passion tep bikin susah sih bikin produk asistensi nya ribet huhu emotnangis sekian thankyou,0.7077332139015198,-1
objek garis lengkung kendali derajat lengkung mana tools cocok,0,-1,objek garis lengkung kendali derajat lengkung mana tools cocok,0.8707891702651978,0
suka kerja tantang tugas minggu tambah deadline lumayan mula asprak temu katingnya bantu adik susah,0,1,suka kerja tantang tugas minggu tambah deadline lumayan mula asprak temu katingnya bantu adik susah,0.6142875552177429,-1
kuliah aman aman sih hehe kayak gampang banget gitoh i suka matkul matkul tep lucu lucu dosen sabar sabar lecturer abah zain hehe,1,1,kuliah aman aman sih hehe kayak gampang banget gitoh i suka matkul matkul tep lucu lucu dosen sabar sabar lecturer abah zain hehe,0.9943894743919371,1
moga kuat tamat tugas lumayan tantang teka teki mecahin asprak lumayan sueru rodok rodok,1,1,moga kuat tamat tugas lumayan tantang teka teki mecahin asprak lumayan sueru rodok rodok,0.8317811489105225,-1
imgv tugas 3d alam kali softwere blender sulit kembang produk tutor teman kakak tingkat mudah ajar blender alam bilang konyol proses buat produk kampus menang asdos demonstrasi produk asdos menguhubungi asdos jam 1700 jam hampir asdos 1809 demonstrasi tutup jam 1800 asdos milik tuju sendiri tahu badmood putus batal demonstrasi asdos bab 1 3d moga kuatkuat deh moga lancar urus dosen asdos asprak rekan,-1,-1,imgv tugas 3d alam kali softwere blender sulit kembang produk tutor teman kakak tingkat mudah ajar blender alam bilang konyol proses buat produk kampus menang asdos demonstrasi produk asdos menguhubungi asdos jam 1700 jam hampir asdos 1809 demonstrasi tutup jam 1800 asdos milik tuju sendiri tahu badmood putus batal demonstrasi asdos bab 1 3d moga kuatkuat deh moga lancar urus dosen asdos asprak rekan,0.9526103734970092,-1
ajar 3d aplikasi blender paham tools blender pakai aplikasi pakai aplikasi bingung 3d,0,-1,ajar 3d aplikasi blender paham tools blender pakai aplikasi pakai aplikasi bingung 3d,0.9882259964942932,0
suka giat media 3 dimensi ajar desain kenal desain kuliah sulit sesuai usaha tugas desain selesai sesuai deadline asistensi bantu baik ajar jadi hasil modeling,1,1,suka giat media 3 dimensi ajar desain kenal desain kuliah sulit sesuai usaha tugas desain selesai sesuai deadline asistensi bantu baik ajar jadi hasil modeling,0.7809615135192871,-1
pilih judul produk bingung erti desain cari referensi tutorial buat modeling blender putus pilih judul,0,-1,pilih judul produk bingung erti desain cari referensi tutorial buat modeling blender putus pilih judul,0.9576703310012816,0
tugas modelling bab selesai pusing model hasil buruk proses demosntrasinya ulang hadap asisten praktikum jalan lancar,-1,-1,tugas modelling bab selesai pusing model hasil buruk proses demosntrasinya ulang hadap asisten praktikum jalan lancar,0.9868910908699036,-1
ajar coloringtexturing samasama rumit modelling kemarin rumit modelling,-1,-1,ajar coloringtexturing samasama rumit modelling kemarin rumit modelling,0.8372900485992432,-1
imgv asik banget saking asik nya pengin menang alam bikin desain 3d,1,1,imgv asik banget saking asik nya pengin menang alam bikin desain 3d,0.9966995120048524,1
materi modeling sulit model type software beda suka model terkadang salah erti shortcut sengaja erti asisten asisten erti mampu,-1,-1,materi modeling sulit model type software beda suka model terkadang salah erti shortcut sengaja erti asisten asisten erti mampu,0.603333592414856,-1
ajar materi suka wawas paham cepat harap larai materi,1,1,ajar materi suka wawas paham cepat harap larai materi,0.4876417219638824,-1
sungguh alam tantang mana sentuh software editing 3d usaha kuasa ilmu nya,0,1,sungguh alam tantang mana sentuh software editing 3d usaha kuasa ilmu nya,0.9655450582504272,1
ajar 3d mana sentuh software 3d proses asistensi rumit kating,0,-1,ajar 3d mana sentuh software 3d proses asistensi rumit kating,0.9458964467048644,0
materi ajar benda blender satu hasil model model 3d cepat suka model 3d lengkung bentuk sesuai suka proses blok gambar teliti alam asistensi senang bawa santai masuk masuk guna,1,1,materi ajar benda blender satu hasil model model 3d cepat suka model 3d lengkung bentuk sesuai suka proses blok gambar teliti alam asistensi senang bawa santai masuk masuk guna,0.7166956067085266,0
materi kali senang materi ajar materi tarik mana desain modeling kreatifitas sisi sulit dasar tau materi alami sulit kerja,1,1,materi kali senang materi ajar materi tarik mana desain modeling kreatifitas sisi sulit dasar tau materi alami sulit kerja,0.960258722305298,-1
materi alami sulit dasar materi tantang jangka sebentar tugas,-1,-1,materi alami sulit dasar materi tantang jangka sebentar tugas,0.6816518306732178,0
alam ajar materi paham materi proses validasi asisten asisten ramah,1,1,alam ajar materi paham materi proses validasi asisten asisten ramah,0.8175004124641418,0
ajar imgv bikin stres fikir fikir asik tugas imgv hubung teman obrol obrol ketemu asprak asik asik heheh moga bab lancar amin,1,1,ajar imgv bikin stres fikir fikir asik tugas imgv hubung teman obrol obrol ketemu asprak asik asik heheh moga bab lancar amin,0.9308063983917236,1
alam ajar teksturing kesan kali ajar 3d blender sungguh alam kesan moga kuat,1,1,alam ajar teksturing kesan kali ajar 3d blender sungguh alam kesan moga kuat,0.9771069884300232,1
penasaran ajar sisi sulit tools asik fungisonalnya shortcut depan bimbing tentu judul luang ringkup pilih sempit tantang serah proses kerja pantang utama malas ajar nyaman program software malas ajar program software,-1,-1,penasaran ajar sisi sulit tools asik fungisonalnya shortcut depan bimbing tentu judul luang ringkup pilih sempit tantang serah proses kerja pantang utama malas ajar nyaman program software malas ajar program software,0.990496039390564,-1
alam tugas 3dimensi rintang rintang halhal bekal apa teknologi mata kuliah erti bidangbidang erti edit produk suka teman bantu teman ehehe,0,1,alam tugas 3dimensi rintang rintang halhal bekal apa teknologi mata kuliah erti bidangbidang erti edit produk suka teman bantu teman ehehe,0.4218525886535644,-1
alam ajar sulit mula ajar materi alam rasa pusing pusing nya pusing banget hehehe erti edit blender istighfar terus ucap allah allah terus,-1,-1,alam ajar sulit mula ajar materi alam rasa pusing pusing nya pusing banget hehehe erti edit blender istighfar terus ucap allah allah terus,0.9535477161407472,-1
ajar matri tarik seru tidsk suka susah cari ide bingung proses asistensi seru pol revisi hehehe,1,1,ajar matri tarik seru tidsk suka susah cari ide bingung proses asistensi seru pol revisi hehehe,0.639753520488739,1
ajar matri tarik seru tidsk suka susah cari ide bingung proses asistensi seru pol revisi hehehe dikit dikit yaallah yaallah hehehe,1,1,ajar matri tarik seru tidsk suka susah cari ide bingung proses asistensi seru pol revisi hehehe dikit dikit yaallah yaallah hehehe,0.5167960524559021,-1
suka duka materi suka nya paham erti pikir ajar nya senang object 3 dimensi paham erti tagih edit edit kualitas produk bagus bagus duka nya awal pusing langsung tugas arah erti guru tuntut mandiri gantung sulit paham softwarenya dosen bilang lecturer gampang mudah sulit,0,1,suka duka materi suka nya paham erti pikir ajar nya senang object 3 dimensi paham erti tagih edit edit kualitas produk bagus bagus duka nya awal pusing langsung tugas arah erti guru tuntut mandiri gantung sulit paham softwarenya dosen bilang lecturer gampang mudah sulit,0.988002061843872,-1
asistensi nervous langsung asisten praktikum nervous temu asprak kakak kakak asprak helpful tugas tugas tugas relasi kakak tingkat lepas asistensi doa kakak asprak mudah tugas mudah perkuliahanya lulus terimakasih kakak kakak asprak,1,1,asistensi nervous langsung asisten praktikum nervous temu asprak kakak kakak asprak helpful tugas tugas tugas relasi kakak tingkat lepas asistensi doa kakak asprak mudah tugas mudah perkuliahanya lulus terimakasih kakak kakak asprak,0.822941243648529,1
pribadi materi tarik senang materi 2d materi temu tahu pengerjaanya bantu temanteman materi tingkat interaksi sosial teman kakak tingkat,0,1,pribadi materi tarik senang materi 2d materi temu tahu pengerjaanya bantu temanteman materi tingkat interaksi sosial teman kakak tingkat,0.98201984167099,0
bab lumayan sulit kali ajar halhal bantu temanteman selesai asisten praktikum asik berat tugas,0,1,bab lumayan sulit kali ajar halhal bantu temanteman selesai asisten praktikum asik berat tugas,0.9839335083961488,-1
alam ajar pantang serah ajar mgv alam mgv tarik butuh konsentrasi kerja mgv mantap semangat,1,1,alam ajar pantang serah ajar mgv alam mgv tarik butuh konsentrasi kerja mgv mantap semangat,0.985653042793274,1
alam aplikasi blender kali seru sulit operasi aplikasi tahu pasti ajar ajar imgv sulit injak bab 1 bab pusing bingung operasi aplikasi alam asistensi uji asistensi mas assistant tantang tantang paham operasi blender,-1,-1,alam aplikasi blender kali seru sulit operasi aplikasi tahu pasti ajar ajar imgv sulit injak bab 1 bab pusing bingung operasi aplikasi alam asistensi uji asistensi mas assistant tantang tantang paham operasi blender,0.8729711174964905,-1
