created_at,user_id,topic_id,processed_message
2023-10-25,16,1,mempelajari 3d blender butuhkan pendamping tutor semacamnya guide ngangong
2023-10-25,17,0,seru sih menantang diburu bikin sulit ya menuntaskan tugas belajar tutor terbatas seru relasi katingaspraknya mengajari adikadiknya belajar
2023-10-25,11,1,menikmati model pembelajaran pengalaman seru menantang memperluas pengetahuan terkadang menghadapi kendala laporan aspek seru menantang pembelajaran memikat keterbatasan menulis laporan tantangan tersendiri proses mencerna memahami materi pelajaran memuaskan mentransfer pemahaman laporan terampil mengorganisasi mengemukakan gagasan sistematis berupaya mengatasi kendala belajar penulisan laporan mencari panduan berlatih menghargai kesempatan model pembelajaran membantu mengatasi keterbatan menjalani pengalaman belajar seru memuaskan
2023-10-25,18,1,bismillahirrahmanirrahim semoga dipermudah asistensinya dipermudah urusannya amin
2023-10-25,8,1,semoga mgv mengasah soft skil kerja seemangat menyukai ketidak tahuan penggunaan blender
2023-10-25,18,0,bismillahirrahmanirrahim semoga asisten praktikum memudahkan urusan mahasiswa
2023-10-25,19,1,mengambil judul salah temanteman mengambil judul lumayan mudah bentuknya bulat kotak bunga bentuknya kompleks sulit membuatnya menangis hehe
2023-10-25,10,1,senang belajar 3d explore tutorial beragam sumber wishlist cita-cita pengin 3d modeling pengin bikin anime hehehe struggle nya bingung lupa tools dipakai sok far so good makasi
2023-10-25,20,0,belajar produk 3d blender belajar tools mengembangkan produk tau tools grab membelah produk boolean lainlain
2023-10-25,21,0,suka belajar seru pembelajarannya sayang laptop memenuhi hehe seru semoga beli laptop dipermudah tugas yeay
2023-10-25,22,0,senang project 3d laptop pakai raam 2 intel celeron gen 4 menantang macet2 dikit ngaruh apalah daya merampok orang tua menjelang lansia dirumah sakit2 an eh dirampok beli laptop spek dewa - igal tweet social activity nikmati proses protes protes takdir semoga kuat bismillah bintang
2023-10-25,23,0,mgv ribet asik canda asik tugas mgv benerbener menantang kerjakan ya allah ya allah suruh masuk tep
2023-10-25,22,1,senang mempelajari 3d suka merampok orangtua 3d kemampuan orang tua teman-teman semoga solusi merampok orangtua
2023-10-25,24,1,sejujurnya sunggup tugas 3d tugas menangis malam kehilangan semangat menjalani hidup memiliki basic dibidang 3d terimakasih pengalaman titik kesabaran
2023-10-25,25,1,sejujurnya sanggup tugas 3dkarena tugaskarena menangis memikirkan tugas 3d
2023-10-25,26,0,tugas imgv kali project 3 dimensi project kali mengajarkan aplikasi blender penggunaanya menghapal toolstoolsnya shortcut numpad penggunaanya belajarnya seru bikin pusing banget belajarnya pinterpinter mencari youtube google tugasnya dikontrak bikin pusing panik laporannya bingung mengetikkan belajar youtube kadang mengaplikasikannya
2023-10-25,27,1,belajar blender penugasan 3d awam fiturfitur aplikasi blender lumayan kesulitan menghafal fiturfitur aplikasi blander tutor temanteman kakak tingkat mudah belajar blander harap penugasan berjalan lancar asprak asdos dosen terimakasih
2023-10-25,29,1,didalan mempelajari materi kesan takut senang kali belajar materi blender senang belajar
2023-10-25,29,0,kesan pesan didalam tugas takut senang sisi kali belajar aplikasi blender takut senang belajar
2023-10-25,30,0,mempelajari materi perbedaan modelsmodels 3d menjadiebih mengerti perbedaanya
2023-10-25,14,1,alhamdulillah lancar kakak aspraknya mantul semoga menyulitkan adik tingkatnya lancar wisuda
2023-10-25,13,1,materi sulit butuh kesabaran keterampilan extra mengerjakannya memiliki pengalaman editing 3d kesulitan mengerjakannya semoga menyelesaikan tugas
2023-10-25,31,0,project 3d pakai software blender first time pakai software bagus keren menyenangkan mikir susah banget laptopku spek nya rendah belajar mudah mudah ambil project lapisan planet saturnus pembelajaran lapisan planet dianjurkan media 3d peserta didik maksimal pemahaman kognitifnya tahap modelling selesaikan 5 pemberitahuan project tanggal 25 oktober jam 645 an d4204 demonstrasikan modellingku lecturer semoga tahap tahap maksimal terima kasih lecturer mas assistant secepatnya share ketentuan penulisan laporan
2023-10-25,32,0,belajar software blender tools temukan software menambah wawasan 3d mengembangkan kreativitas jujur suka software kurangnya pemahaman asistensi assisten praktek pengertian lupa tools langkah langkah pembuatan asprak membantu senang hati
2023-10-25,31,1,tahap modelling selesaikan 5 pemberitahuan project tanggal 25 oktober jam 645 an d4204 demonstrasi lecturer demonstrasi berjalan lancar ac tahap modelling bantu kakak tingkat dasar mengoperasikan blender first time menggunakannya menyenangkan hasilnya memuaskan semoga tahap tahap maksimal saran menginfokan laporan ketentuan penulisannya terima kasih lecturer mas assistant
2023-10-25,33,0,pengalaman tugas 3d seru banget ya belajar blender pusing jus eh stres hehe untung tutor youtube teman kating rela meluangkan ngajarin terima kasih kesediaanya bersyukur banget sih selesai asistensi tahap modelling semoga kedepannya diperlancar aamiin semoga cepat mgvtulation deh biar plong alhamdulillah asisten praktikum fastrespon kalo dichat chil lupa dibantuin makasi makasi sih menemukan disukain berdasarkan proses validasiasistensiku ya
2023-10-25,20,1,software blender belajar membelah objek menggabungkan objek lainlain mengerti shortcutshortcut mengembangkan produk 3d blender mencari tutorial youtube diajari kakak tingkat teman seangkatan
2023-10-25,9,2,pengalaman mempelajari materi butuh ketelitian kesabaran keuletan memahami tutorial refrensi mendekati bab memperluas imajinasi membayangkan tekstur warna objek pengalaman bab memperjelas objek bentuknya
2023-10-25,35,0,materi kali alhamdulillah memusingkan bingung ngarahin mengajari samasama serasa tugasnya mgv ya kalo belajar blender
2023-10-27,36,1,pengalaman validasi seru asprak baikuntuk mempelajari materi lumayan susah
2023-10-26,37,1,mengasyikkan seru menantang terseokseok belajar otodidak tutor sebaya kating menikmatinya
2023-10-26,37,0,maaf rekanrekan mahasiswa tep 23 sopan mohon bimbingannya akademik sikap terima kasih
2023-10-26,38,0,pengalamanku mengajukan judul berguras pikiran jadwal mata kuliah kalah cepat pengajuan judul kelas juduljudul menurutku mudah terisi penuh temantemanku bingung mengambil judul memilih mengambil judul anatomi usus manusia judul ac bergegas membeli kertas stempel kwu besok nya tanda tangan mas assistant
2023-10-26,38,1,pengalamanku modelling menarik judul terima melalukan validasi tenang menguasai blender tutorial youtube mencoba nya gagal menangis ovt tau mengapai mencoba nya nol berdoa sekhusyu2nya tara im happy with my progres
2023-10-26,41,0,suka semoga bintang belajar blender suka revisi tolong mas revisijangan terima kasih mas
2023-10-26,42,0,website nya bagus mudah dipahami keren membantu pembelajaran inovasi media grafis 2d 3d seru
2023-10-26,43,0,ngerjain menangis ngeluh gapapa deh materi banget pembelajaran terima kasih lecturer
2023-10-26,44,0,seru sih belajar 3d tugasnya mencari cari asprak mengesalkan serulah bermain main 3d
2023-10-26,45,0,pengalaman blender ddalam desain 3d memebuat smk smk terhalang covid 19 pemberljaran evektif materi modelnya suka sistensi asisten memiliki keingina sifat berbeda iitu mebuat terkadang kebingungan
2023-10-26,23,1,mgv jaya jaya jaya jaya jaya stres gapapa happy kayaknya terimakasih hehe
2023-10-26,1,1,berusaha bab modelling ya allah ya allah everyday terima kasih tugas tugas nyebut sekian
2023-10-26,43,1,alhamdulillah menyelesaikan tugas grafis visual memahami proses pembuatan bahan pembelajaran berperan pembelajaran
2023-10-26,46,1,alhamdulillah proyek selesai belajar proyek 3d bersyukur menyelesaikan bab 1
2023-10-26,46,0,suka menghapus bidang kesulitan menata objek mempelajari berulang kali
2023-10-26,28,1,modul pembelajaran bagus pembelajaran modul simpel keren modul mudah diakses
2023-10-26,47,0,mengikuti matkul tau mengerti 2d 3d mengerti tooltool sekaran mengerti belajar berproses matkul
2023-10-26,42,2,materi nya mudah dipahami bahasa inggris akupun tau materi coloring texturing
2023-10-26,48,0,pembelajaran kali materi pelajari menarik dimana tugas mendesain produk 3d
2023-10-26,21,1,seru banget tugasnya cuman laptopnya bikin greget semoga rezeki biar beli laptop amin
2023-10-26,50,1,pengalaman belajar campur aduk pusing menghadap laptopsaya kesulitan laptop memadai jujur kemampuan 0 karnasaya lulusan ips makannya kagettapi papa usaha menghianati hasilyang los hehehe puji tuhan persulit capeeini mengetik ya pokoknya teh capek bangettsoalnya duduk terussakit punggung
2023-10-26,51,1,pengalaman kuliah ngeri ngeri sedap tugas mgv untungnya bidang passion tep bikin susah sih bikin produknya asistensi nya ribet huhu emotnangis sekian thankyou
2023-10-26,50,0,objek garis lengkung dikendalikan derajat lengkungnya manakah tools cocok
2023-10-26,17,1,suka pekerjaannya menantang tugas minggunya ditambah deadline lumayan pemula asprak temui katingnya membantu adiknya kesusahan
2023-10-26,51,0,kuliah aman aman sih hehe kayak gampang banget gitoh i suka matkul matkul tep lucu lucu dosennya sabar sabar lecturer abah zain hehe
2023-10-26,52,1,semoga kuat tamat tugasnya lumayan menantang teka teki mecahin asprak lumayan sueru rodok rodok
2023-10-26,27,0,imgv tugas 3d pengalaman kali softwere blender kesulitan mengembangkan produk tutor teman kakak tingkat memudahkan belajar blender pengalaman dibilang konyol proses pembuatan produk kampus menangis asdos demonstrasi produk asdos menguhubungi asdos jam 1700 jam menghampiri asdos 1809 demonstrasi ditutup jam 1800 asdos memiliki tujuan tersendiri ketahui badmood memutuskan membatalkan demonstrasi asdos bab 1 3d semoga kuatkuat deh semoga dilancarkan urusan dosen asdos asprak rekan
2023-10-26,53,0,pembelajaran 3d aplikasi blender memahami tools blender memakai aplikasi pakai aplikasi bingung 3d
2023-10-26,54,1,suka kegiatan media 3 dimensi belajar mendesain mengenal desain kuliah sulit menyesuaikan usahakan tugas desain selesai sesuai deadline asistensi dibantu memperbaiki mengajari menjadikan hasil modeling
2023-10-26,54,0,pemilihan judul produk bingung mengerti desain mencari referensi tutorial pembuatan modeling blender memutuskan pemilihan judul
2023-10-26,26,1,tugas modelling bab selesai pusing modelnya hasilnya buruk proses demosntrasinya ulang dihadapan asisten praktikum berjalan lancar
2023-10-26,5,2,mempelajari coloringtexturing samasama rumitnya modelling kemarin rumit modelling
2023-10-27,55,0,imgv asik banget saking asik nya pengin menangis pengalaman bikin desain 3d
2023-10-27,45,1,materi modeling kesulitan model type software berbeda suka modelnya terkadang kesalahan mengerti shortcut sengaja mengerti asisten asisten mengerti kemampuan
2023-10-27,57,0,mempelajari materi suka wawasan memahami cepat harap mempelarai materi
2023-10-27,59,0,sungguh pengalaman tantangan dimana menyentuh software editing 3d berusaha menguasai ilmu nya
2023-10-27,59,1,mempelajari 3d dimana menyentuh software 3d proses asistensi rumit kating
2023-10-27,60,0,materi mempelajari benda blender menyatukan hasil model model 3d cepat suka model 3d lengkungkan dibentuk sesuai suka proses memblok gambar teliti pengalaman asistensi menyenangkan pembawaannya santai masukan masukan berguna
2023-10-27,61,1,materi kali senang materi pelajari materi menarik dimana mendesain modeling kreatifitas disisi kesulitan dasarnya tau materi mengalami kesulitan mengerjakannya
2023-10-27,61,0,materi mengalami kesulitan dasar materi tertantang jangka sebentar tugas
2023-10-27,62,0,pengalaman mempelajari materi memahami materi proses validasi asisten asistennya ramah
2023-10-27,55,1,belajar imgv bikin stres fikir fikir asik tugas imgv hubungan teman mengobrol mengobrol ketemu asprak asik asik heheh semoga bab diperlancar amin
2023-10-27,22,2,pengalaman mempelajari teksturing mengesankan kali belajar 3d blender sungguh pengalaman mengesankan semoga kuat
2023-10-27,64,0,penasaran pelajari sisi kesulitan tools asik fungisonalnya shortcut kedepannya dibimbing menentukan judul luang ringkup pemilihannya dipersempit tertantang menyerah proses mengerjakannya pantang utama malas belajar nyaman program software malas mempelajari program software
2023-10-27,65,0,pengalaman tugas 3dimensi rintangan rintangan halhal bekal apapun teknologi mata kuliah mengerti bidangbidang mengerti mengedit produk suka teman membantu temannya ehehe
2023-10-27,66,1,pengalaman mempelajari kesulitan pemula mempelajari materi pengalaman merasakan pusing pusing nya pusing banget hehehe mengerti mengedit blender istighfar menerus mengucap allah allah menerus
2023-10-27,67,1,mempelajari matri menarik seru tidsk suka susah mencari ide bingung proses asistensi seru pol revisi hehehe
2023-10-27,67,0,mempelajari matri menarik seru tidsk suka susah mencari ide bingung proses asistensi seru pol revisi hehehe dikit dikit yaallah yaallah hehehe
2023-10-27,68,0,suka duka materi suka nya paham mengerti terpikirkan mempelajari nya senang object 3 dimensi paham mengerti ketagihan mengedit edit kualitas produk bagus bagus duka nya diawal pusing langsung tugas pengarahan mengerti perguruan dituntut mandiri bergantung kesulitan memahami softwarenya dosen bilang lecturer gampang mudah sesulit
2023-10-27,68,1,asistensi nervous langsung asisten praktikum nervous pertemuan asprak kakak kakak asprak helpful tugas tugas tugas relasi kakak tingkat selepas asistensi mendoakan kakak asprak mempermudah tugas dimudahkan perkuliahanya lulus terimakasih kakak kakak asprak
2023-10-27,69,0,pribadi materi menarik menyenangkan materi 2d materi menemukan ketahui pengerjaanya bantuan temanteman materi meningkatkan interaksi sosial teman kakak tingkat
2023-10-27,69,1,bab lumayan sulit kalinya belajar halhal bantuan temanteman menyelesaikannya asisten praktikum asik diberatkan penugasan
2023-10-27,70,1,pengalaman belajar pantang menyerah belajar mgv pengalaman mgv menarik membutuhkan konsentrasi mengerjakannya mgv mantap semangat
2023-10-27,71,0,pengalaman aplikasi blender kali seru kesulitan mengoperasikannya aplikasi ketahui pastinya pelajari pelajaran imgv kesulitan menginjak bab 1 bab pusing kebingungan mengoperasikan aplikasi pengalaman asistensi menguji asistensi mas assistant tantangan menantang paham pengoperasian blender
2023-10-27,71,1,bab modelling diajari arahan aplikasi blender product kebingungan mengoperasikannya mempelajari hasil diajarkan teman paham modelling product kali semoga kedepannya memahami pengoperasian aplikasi blender bab 1 pengalaman asistensi asprak alhamdulillah berjalan lancar cepat ac
2023-10-27,35,1,benerbener mah kalo orangorang ngajari stres berat ya alhamdulillah disyukurihidup dirasain prosesnya instan percaya kalo kuat semangat
2023-10-27,72,0,pemilihan judul ragu opsi judul cari opsi judul dipakai teman menentukan judul kali mengajukan judul spreadsheet judul teman mengharuskan konfirmasi judul sih pemberi tantangan memutuskan mengajukan judul diterima judul pilih mudah sayanya paham mengerti fiturfitur aplikasi blender bantuan video tutorial youtube browsing internet menyelesaikan tugas imgv judul pilih
2023-10-27,72,1,kesulitan bab modelling minim artikel video tutorial judul mencoba temanteman mengubah bentuk senang belajar aplikasi blender aplikasi dibutuhkan model tiruan objek tampilan digital selesai bab modelling bantuan asisten praktikum imgv membantu proses modelling demontrasi dibilang alat memadai kejadian terduga menghadapi bab
2023-10-27,73,0,materi 3d menarik menantang inovasi terbaru dikembangkan kali aplikasi blender kesulitan mengenali fitur fitur aplikasi blender fitur fitur kenali detail bingung mengimplementasikan langkah langkah tutorial kedalam modelling kegiatan asistensi validasi asisten praktikum berjalan lancar demonstrasi mengalami kendala laptop kegiatan asistensi berjalan lancar
2023-10-30,74,0,materi materi sulit mdelling dasar aplikasi blender tau dasar nya mudah 3d aplikasi blender
2023-10-27,75,1,dikasih tugas 3d okelah 45 dikasih tau selesain perbab minggu disitu panik cepatan mengajukan judul biar kayak teman sumpah tuh pusing banget gambaran buatnya kayak cari referensi memutuskan bikin gunung berapi buru ngisi gform panik salah tanggal huhuhu gapapa aman benerin judul diac bikin panik tuh ngisi kertas gabole coretan typo sumpah tuh ngisinya hati banget kalo mengeluarkan jatah uang makanku beli kertasnya untungnya salah noda dikit banget gara bulpoinnya kering hapus jebret deh ceritanya segitu ya dibab
2023-10-28,65,1,aplikasi blender lumayan rumit mempelajari intiinti aplikasinya mengerti mudah
2023-10-28,66,0,pengalaman materi senang bangga membikin aplikasi blender hehehe diperbaiki sesuai
2023-10-28,77,1,matkul mgv kali masuk materi 3d materi lecturer tugas mahasiswanya angkatan 23 karya 3d belajar desain lantas kaget mendengar tugas lecturer kepikiran menempuh pendidikan s1 jurusan bersyukur jurusan tep dulunya karya 3d alhamdulillah desain karya 3d sebagus teman teman bangga pencapaian pelajari mata kuliah disuruh menceritakan pengalaman suka materi ketentuannya disuruh kontrak ribet maksud langsung bikin desain 3d nya langsung capek capek tanggal nya menemui aspr
2023-10-28,77,0,matkul mgv kali lecturer tugas mahasiswanya angkatan 23 desain 3d lecturer memberitahukan tugas kaget frustasi berfikiran belajar desain mencoba lihat media youtube tutorial desain karya 3d mencobanya software blender desain 3d menarik ketentuan nya ribet
2023-10-28,3,1,modelling pengalaman seru menambah skil terkait 3d asprak komunikatif bab berjalan lancar
2023-10-28,78,0,jujur belajar blender kali hidup bingung banget tugas hallsuisseo pengalaman belajar sukai ya asistensi alhamdulillah asisten super pol bab 1 berjalan lancarsemangat 7 ab
2023-10-28,79,0,suka desain 3d desain 3d menggambarkan imajinasi nyata suka bingung pembuatan 3d
2023-10-28,79,1,suka materi 3d menarik dipelajari terkadang bingung mengaplikasikan imajinasi kedalam bentuk 3d
2023-10-29,60,1,pengalaman menarik belajar memiliki basic berusaha menguasainya praktikum kakak asisten ramah
2023-10-29,80,0,memahami blender dasar² nya memahami lumayan menghabiskan halnya tugas paham dasar blender ya produknya selesainya asistensi praktikum selesai report card kesalahan tanggal dimana miskom mas assistant semoga pengurangan skor akibat terlambatnya deadline
2023-10-29,80,1,halnya kritik saran pengerjaan modeling membutuhkan cepat mengejar deadline ngerjakan dasar nya
2023-10-30,74,1,kemarin asistensi pruduk bab modelling alhamdulillah mudah mendemontrasinya dasar dasar aplikasi blender
2023-10-30,83,0,spil khawatir bingung laptop sesuai alhamdulilah beli modelling lumayan susah
2023-10-30,84,1,suka mempelajari materi suka jiakalau membawa mouse kesusahan membawa mouse
2023-10-30,84,0,susah mencari benda tingkat kreativitas rendah memilih mobil judul suka mobil terinspirasi internet mobil
2023-10-30,85,1,belajar mgv seru banget seru nya bintang eheheheh kali ya menangis garagara imgv menangis cinta imgv lecturer ehe seru sih mencaricari asprak tuh kenal katingkating menambah teman seru berburu bintangnya lecturer kesulitan ku bikin 3d sih toolstools nya kadang bikin bingung memakai mouse ribet huhu imgv mudah mood ku teman ngerjain bareng bareng seru kayanya eheheh
2023-10-30,86,0,pengajuan judul mengerti tipe media pembelajaran 3d memilih cocok pilih produk
2023-10-30,86,1,bab modelling melaksanakan asistensi asprak saran saran perbaiki kedepannya
2023-10-31,4,0,proses mencari judul sulit adu cepat cari judul cadangan judul diterima
2023-10-31,87,0,pembuatan modelling kebingungan blender kalinya apk pembuatan 3 dimensi datanglah teman senang hati mengajarkan penggunaan apk sabar suka lupa
2023-10-31,88,0,pengalaman software blender bingung berbeda software 2d lihat youtube tutor teman
2023-10-31,88,1,bingung untungnya validasi lecturer challenge challenge susah modelling lancar
2023-10-31,14,2,semoga kwat deh terimakasi kakak kakak asprak mempersulit sabar menunggu demonstrasi
2023-10-31,89,1,oke oke oke oke oke oke oke oke oke oke oke oke oke oke oke oke oke oke oke oke oke oke oke oke oke oke oke oke oke oke
2023-10-31,89,0,alhamdulillah menghabiskan uang uang makan seminggu membeli kertas elite
2023-10-31,91,0,pengalaman mempejalajari materi tergolong sulit menyentuh software blender basic
2023-10-31,12,2,coloring pusing tujuh keliling belajar coloring texturing blender sedikir
2023-10-31,92,2,coloring mudah cuy gegara projek ku ikutan mudah ya yaudah - semoga lancar
2023-10-31,69,2,bab mudah dipelajari bab modelling mengerti macammacam shortcut blender belajar youtube coloring texturing seru
2023-10-31,2,3,pusing tujuh keliling coloring texturing lighting hadeuh tugasnya semangat
2023-10-31,88,3,lighting pusing tujuh keliling pertamakali memakai software blender semoga lancar ajadeh bab bab aamiin
2023-11-01,7,2,pengalaman mengesankan belajar modelling texturing kayanya belajar hihi semangat
2023-11-01,37,2,seru menambah insight sayangnya versi lawas lumayan susah mencari referensi tutiorial
2023-11-01,78,1,modeling jujur kali apk blender lose thingking pikiran mengeditnya mencari tutorial youtube diliatin pakai 025 speed biar paham alhamdulillah sesuai deadline asistensi asisten banget bantu
2023-11-01,93,0,modelling mengambil pelajaran pertamanya basic aplikasi blender aplikasi blender kekurangan pelajaran ambil
2023-11-01,11,2,kritik saran demonstrasi produk pengalaman kerja memiliki keluhan terkait keterlambatan kedatangan asprak demonstrasi produk seringkali menunggu mengganggu efisiensi demonstrasi membuangbuang saran penyelenggara kehadiran asprak demonstrasi berjalan lancar aplikasi imgv mengalami bug mengganggu pengalaman mengikuti demonstrasi produk menyarankan melaporkan pengembang aplikasi memperbaikinya meningkatkan kualitasnya kelelahan dikeroyok tugastugas saran teman peka membantu tugas tugas memberatkan
2023-11-01,41,3,seru seru revisinya sabar butuh tutorial belajar mword margin biar reportku salah
2023-11-01,27,2,impostor bintang tugas imgv temanteman keliahan sifat aslinnya pulang malam revisi gapapalah semoga kuatkuat ajaah
2023-11-01,24,2,ya allah semoga laptopku diriku menyelesaikan tugas imgv lancar hasil sempurna telat 1 detikpun semoga laptop ku rewel ya allah semoga waras imgv selesai semoga selesai bobok pikiran ya allah
2023-11-01,25,2,semoga laptop aman lancar 3d akhirdan semoga menyeleaikan tugas imgv sempurna hasil memuaskan amin
2023-11-01,95,0,sabar sabar sabar sabar sabar sabar sabar sabar sabar sabar sabar sabar sabar
2023-11-01,96,0,semoga lancar kesabara ketabahan sabar sabar sabar sabar sabar sabar sabar si
2023-11-01,96,1,bismillah nomor nomor manut alur e gusti lan sabar sabar sabar sabar sabar sabar sabar sabar sabar sabar sabar sabar sabar
2023-11-01,10,2,suka coloring seru nyatu2 warna laptop serasa meledak validasi alhamdulillah kakaknya baikbaik banget bantuin banget apaapa menangis hehehehe terimakasih ya kakak semoga harimu minggu
2023-11-01,26,2,pengalaman bab texturing kepala pusing mumet karuan bingung memasuki texture 3 harian bisabisa salah mencet texturenya
2023-11-01,3,2,alhamdulliilah bab coloring sulit asistensi cepat asprak mudah dihubungi fast respon
2023-11-01,97,1,modelling bab 1 melelahkan hahaha menguras tenaga menguras pikiran jam tidue berubah berusaha sekeras offering ku asalah anak egois cewek seegois anak suka bersikap ya hehe
2023-11-01,98,0,pemilihan produk bikin binggung judul produk judul uda dipakai teman teman binggung pilih judul produk
2023-11-01,38,2,coloring mudah modeling prosesnya susah menangis menangis 3 jam garagara laptop mati deadline h1 yaallah100x yaallah yaallah yaallah yaallah yaallah
2023-11-01,19,0,cerita pengalaman pengajuan produk mudah mengajukan judul produk meunggu ac berlanjut ttd prc sih mudah bikin susah tuh ya anak mengambil judul salah sih
2023-11-01,19,2,coloring texturing unexpected banget tutor youtube mudah eh dipraktekkan susah otodidak 3d blender alhamdulillah gagal berkalikali hasilnya memuaskan
2023-11-01,99,0,pengalaman materi menegangkan memilih juduk pertimbangkan babbab kedepannya mengenal membuka aplikasi blender memilih judul memberatkan kedepannya
2023-11-01,99,1,mempelajari materi bab 2 i mengejutkan menegangkan kali blender tools mengerti belajar modeling pusing desainnya selesai
2023-11-01,99,2,materi kali memusingkan 3 malam menemukan solusi salah tools teksturnya masuk
2023-11-01,35,2,alhamdulillah bab kali ringan texture cocok banget texturenya malahsemangat bismillah lancar teros
2023-11-01,8,2,alhamdulillah coloring lumayan mudah daripda modelling heheasprak bab 2 asyik membantu sekalisuks kak daffa
2023-11-01,5,3,pengalaman mempelajari bab lighting lumayan bingung mengatur lighting cocok objek
2023-11-01,9,3,pengalaman mempelajari materi menantang teliti menepatkan langkah proses keluh kesah mengasikan enjoy your proces
2023-11-02,33,2,mempraktekkan materi proses coloring mendingan daripads proses modelling dibutuhkan proses asistensi kali lega revisi mengumpulkan projek aspraknya ramah
2023-11-02,67,2,bab coloring texturing seru menarik mengubah ubah warna sesuai cerita kalo tugas mgv begadang huhuhu sedah merasakan enaknya tidur siang hehehe tugas seru pol
2023-11-02,74,2,bab 2 bingungnya bab 1 tau menempatkan tekstur warna objek tutor mudah bab 2
2023-11-02,101,0,pengalaman 3d dimana membuatnya berpikir membuatnya senang menambah keterampilan editing diharapkan semoga kedepannya dipermudah alhamdulillah judul divalidasi percobaan
2023-11-02,101,1,alhamdulillah bab modeling asprak baaik banget kakaknya kayak mengajari mengasih masukan semoga allah permudahkan urusannya deh
2023-11-02,1,2,proses coloring mudah proses modelling lumayan terbiasa mengoperasikan blender pusing dikit its oke namanya belajar
2023-11-02,102,2,mata kuliah media gravus visual bab 2 asik menyenangkan judul project pilih lumayan mudah
2023-11-02,102,2,mata kuliah inovasi media grafis visual bab 2 asik menyenangkan judul project lumayan mudah
2023-11-02,102,0,mata kuliah media grafis visual mudah dipelajari membantu kemampuan bidang editing
2023-11-02,102,1,asistensi bikin pusing capek lelah malas menyerah gajadi asprak asprak slowrespon terima kasih
2023-11-02,103,1,mempelajari materi produk yaallah yaallah yaallah pengalaman asprak berjalan
